NDC Description,NDC,Old NADAC Per Unit,New NADAC Per Unit,Classification for Rate Setting,Percent Change,Primary Reason,Start Date,End Date,Effective Date
PROMETHEGAN 25 MG SUPPOSITORY,00713052612,5.14524,4.74756,G,-7.73,Survey Rate,06/16/2021,06/23/2021,06/23/2021
VALSARTAN 320 MG TABLET,00378581577,0.41639,0.38881,G,-6.62,Survey Rate,06/16/2021,06/23/2021,06/23/2021
EZETIMIBE 10 MG TABLET,16714081301,0.16182,0.15445,G,-4.55,Survey Rate,06/16/2021,06/23/2021,06/23/2021
METOPROLOL TARTRATE 25 MG TAB,62584026501,0.02431,0.02445,G,0.58,Survey Rate,06/16/2021,06/23/2021,06/23/2021
"MESALAMINE 1,000 MG SUPP",31722000530,3.92138,4.01180,G,2.31,Survey Rate,06/16/2021,06/23/2021,06/23/2021
SEVELAMER CARBONATE 800 MG TAB,60687032831,0.32867,0.29534,G,-10.14,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ZIPRASIDONE HCL 80 MG CAPSULE,68001013906,0.49493,0.43670,G,-11.77,Survey Rate,06/16/2021,06/23/2021,06/23/2021
FINASTERIDE 5 MG TABLET,76282041205,0.07962,0.06993,G,-12.17,Survey Rate,06/16/2021,06/23/2021,06/23/2021
METOPROLOL TARTRATE 50 MG TAB,51079080120,0.02354,0.02365,G,0.47,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CEPHALEXIN 500 MG CAPSULE,60687016311,0.13231,0.13048,G,-1.38,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ATORVASTATIN 40 MG TABLET,75834025790,0.07217,0.05975,G,-17.21,Survey Rate,06/16/2021,06/23/2021,06/23/2021
APREPITANT 40 MG CAPSULE,00781232151,56.88600,62.05286,G,9.08,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CLOMIPRAMINE 75 MG CAPSULE,59746071290,1.45089,1.24299,G,-14.33,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,13668011730,0.19738,0.16907,G,-14.34,Survey Rate,06/16/2021,06/23/2021,06/23/2021
MYCOPHENOLATE 500 MG TABLET,00781517501,0.32062,0.29426,G,-8.22,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DOXYCYCLINE HYCLATE 100 MG CAP,62332036350,0.18004,0.18533,G,2.94,Survey Rate,06/16/2021,06/23/2021,06/23/2021
MODAFINIL 200 MG TABLET,57237015530,0.61333,0.53525,G,-12.73,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CLOBETASOL 0.05% TOPICAL LOTN,68180053602,0.58058,0.63417,G,9.23,Survey Rate,06/16/2021,06/23/2021,06/23/2021
AZELASTINE 0.1% (137 MCG) SPRY,51525029403,0.32060,0.34828,G,8.63,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DIPHENHIST 25 MG CAPSULE,00536101001,0.03376,0.03341,G,-1.04,Survey Rate,06/16/2021,06/23/2021,06/23/2021
OLMESARTAN MEDOXOMIL 20 MG TAB,50228034010,0.12801,0.11633,G,-9.12,Survey Rate,06/16/2021,06/23/2021,06/23/2021
MEMANTINE HCL 10 MG TABLET,60687018457,0.08491,0.10137,G,19.39,Survey Rate,06/16/2021,06/23/2021,06/23/2021
INFANT PAIN-FEVER 160 MG/5 ML,36800094610,0.09250,0.08804,G,-4.82,Survey Rate,06/16/2021,06/23/2021,06/23/2021
QC PAIN RELIEF 325 MG TABLET,63868008210,0.01795,0.02401,G,33.76,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CLOMIPRAMINE 25 MG CAPSULE,00904703807,2.47649,1.64187,G,-33.70,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CHLORTHALIDONE 50 MG TABLET,68382097101,0.38902,0.36097,G,-7.21,Survey Rate,06/16/2021,06/23/2021,06/23/2021
METOPROLOL TARTRATE 100 MG TAB,65862006499,0.03590,0.03640,G,1.39,Survey Rate,06/16/2021,06/23/2021,06/23/2021
AMOX-CLAV 250-62.5 MG/5 ML SUS,60432006500,0.44588,0.45547,G,2.15,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CHILD ALLERGY 5 MG/5 ML SOLN,70000025201,0.03839,0.04035,G,5.11,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ACYCLOVIR 800 MG TABLET,61442011301,0.19808,0.19739,G,-0.35,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ISOSORBIDE DINITRATE 20 MG TAB,16714000901,0.39074,0.38438,G,-1.63,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DRONABINOL 2.5 MG CAPSULE,00527145006,1.32425,1.24100,G,-6.29,Survey Rate,06/16/2021,06/23/2021,06/23/2021
FENOFIBRATE 130 MG CAPSULE,60505312109,2.04566,1.27165,G,-37.84,Survey Rate,06/16/2021,06/23/2021,06/23/2021
NIGHTTIME COLD-FLU RLF SFTGL,70000051601,0.13771,0.11884,G,-13.70,Survey Rate,06/16/2021,06/23/2021,06/23/2021
RIFAMPIN 150 MG CAPSULE,00527139301,0.84775,0.81000,G,-4.45,Survey Rate,06/16/2021,06/23/2021,06/23/2021
MAPAP 500 MG TABLET,00904198860,0.02602,0.02873,G,10.42,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CLONIDINE HCL 0.2 MG TABLET,29300013605,0.04145,0.04137,G,-0.19,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DICYCLOMINE 10 MG CAPSULE,00904696960,0.11601,0.11069,G,-4.59,Survey Rate,06/16/2021,06/23/2021,06/23/2021
NOVOLIN N 100 UNIT/ML FLEXPEN,00169300415,16.69029,16.65825,B,-0.19,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CLOMIPRAMINE 75 MG CAPSULE,00378307501,1.45089,1.24299,G,-14.33,Survey Rate,06/16/2021,06/23/2021,06/23/2021
"RANOLAZINE ER 1,000 MG TABLET",50228042460,0.67209,0.61143,G,-9.03,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PREGABALIN 300 MG CAPSULE,59762136401,0.13930,0.12691,G,-8.89,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PROPRANOLOL 40 MG TABLET,00378018401,0.14277,0.12411,G,-13.07,Survey Rate,06/16/2021,06/23/2021,06/23/2021
POTASSIUM CIT-CITRIC ACID SOLN,58657031216,0.04191,0.05846,G,39.49,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LOVASTATIN 20 MG TABLET,68180046805,0.06347,0.06023,G,-5.10,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CINACALCET HCL 60 MG TABLET,00378619693,6.51791,2.54125,G,-61.01,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PAIN RELIEF 500 MG GELCAP,36800004683,0.02602,0.02873,G,10.42,Survey Rate,06/16/2021,06/23/2021,06/23/2021
BUTALBITAL-ACETAMINOPHEN-CAFFEINE-CODEINE 50-325-40-30 MG CP,00591322001,0.65717,0.75292,G,14.57,Survey Rate,06/16/2021,06/23/2021,06/23/2021
NITROGLYCERIN 400 MCG SPRAY,70003030065,25.14541,28.23758,G,12.30,Survey Rate,06/16/2021,06/23/2021,06/23/2021
BRINZOLAMIDE 1% EYE DROPS,00591212779,25.40583,21.57105,G,-15.09,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PRAZOSIN 1 MG CAPSULE,62559058001,0.23975,0.19922,G,-16.91,Survey Rate,06/16/2021,06/23/2021,06/23/2021
RIZATRIPTAN 10 MG ODT,33342009445,1.01745,1.04383,G,2.59,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DICLOFENAC SOD DR 50 MG TAB,68001028006,0.11620,0.11773,G,1.32,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ZOLMITRIPTAN 5 MG TABLET,64980020413,2.23100,1.97907,G,-11.29,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ESOMEPRAZOLE MAG DR 20 MG CAP,46122053874,0.33770,0.33660,G,-0.33,Survey Rate,06/16/2021,06/23/2021,06/23/2021
GABAPENTIN 100 MG CAPSULE,67877022210,0.03142,0.02802,G,-10.82,Survey Rate,06/16/2021,06/23/2021,06/23/2021
GABAPENTIN 800 MG TABLET,68001041200,0.12770,0.12581,G,-1.48,Survey Rate,06/16/2021,06/23/2021,06/23/2021
"METFORMIN HCL 1,000 MG TABLET",49483062001,0.02869,0.02782,G,-3.03,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DONEPEZIL HCL 10 MG TABLET,42543070390,0.05022,0.05043,G,0.42,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ACETAZOLAMIDE ER 500 MG CAP,23155012001,0.43930,0.47409,G,7.92,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CEFUROXIME AXETIL 250 MG TAB,16714040001,0.45086,0.48822,G,8.29,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PREDNISONE 10 MG TABLET,00591544205,0.08805,0.08882,G,0.87,Survey Rate,06/16/2021,06/23/2021,06/23/2021
OXYCODONE HCL 30 MG TABLET,68084018511,0.25127,0.25229,G,0.41,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ARIPIPRAZOLE 30 MG TABLET,62332010230,0.30806,0.27028,G,-12.26,Survey Rate,06/16/2021,06/23/2021,06/23/2021
MEMANTINE HCL ER 14 MG CAPSULE,10370034711,1.54330,1.52031,G,-1.49,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DICLOFENAC EPOLAMINE 1.3% PTCH,59762041102,6.98747,6.15337,G,-11.94,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DARIFENACIN ER 15 MG TABLET,59746051730,0.81392,1.93242,G,137.42,Survey Rate,06/16/2021,06/23/2021,06/23/2021
EMOQUETTE 28 DAY TABLET,00254203380,0.23347,0.21641,G,-7.31,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PENTOXIFYLLINE ER 400 MG TAB,68682010110,0.19651,0.22674,G,15.38,Survey Rate,06/16/2021,06/23/2021,06/23/2021
SIROLIMUS 1 MG TABLET,55111065301,7.31515,4.88052,G,-33.28,Survey Rate,06/16/2021,06/23/2021,06/23/2021
MICONAZOLE 3 COMBO PACK,00904541501,7.73000,7.94750,G,2.81,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ATORVASTATIN 10 MG TABLET,63304082790,0.04057,0.03731,G,-8.04,Survey Rate,06/16/2021,06/23/2021,06/23/2021
AMOXICILLIN 500 MG CAPSULE,00781261301,0.07146,0.07034,G,-1.57,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ROPINIROLE HCL 3 MG TABLET,62332003431,0.08071,0.09681,G,19.95,Survey Rate,06/16/2021,06/23/2021,06/23/2021
SPIRONOLACTONE 25 MG TABLET,53746051110,0.05655,0.05770,G,2.03,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CLINDAMYCIN-BENZOYL PEROX 1-5%,68682019025,1.70765,1.50996,G,-11.58,Survey Rate,06/16/2021,06/23/2021,06/23/2021
EZETIMIBE-SIMVASTATIN 10-40 MG,16714078002,1.09617,1.17127,G,6.85,Survey Rate,06/16/2021,06/23/2021,06/23/2021
TAMSULOSIN HCL 0.4 MG CAPSULE,00904640180,0.06506,0.06053,G,-6.96,Survey Rate,06/16/2021,06/23/2021,06/23/2021
FLUOXETINE HCL 10 MG TABLET,00832040230,0.23273,0.21989,G,-5.52,Survey Rate,06/16/2021,06/23/2021,06/23/2021
MORPHINE SULF ER 30 MG TABLET,00904655861,0.34961,0.33454,G,-4.31,Survey Rate,06/16/2021,06/23/2021,06/23/2021
POTASSIUM CL ER 10 MEQ TABLET,64380086106,0.15462,0.15577,G,0.74,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ARMODAFINIL 150 MG TABLET,68180057107,0.83345,0.84137,G,0.95,Survey Rate,06/16/2021,06/23/2021,06/23/2021
QUETIAPINE FUMARATE 400 MG TAB,68001018103,0.20807,0.18061,G,-13.20,Survey Rate,06/16/2021,06/23/2021,06/23/2021
NITROFURANTOIN MCR 50 MG CAP,60687047211,0.53400,0.51338,G,-3.86,Survey Rate,06/16/2021,06/23/2021,06/23/2021
GLIPIZIDE 10 MG TABLET,50268036215,0.04302,0.04389,G,2.02,Survey Rate,06/16/2021,06/23/2021,06/23/2021
TOPIRAMATE 200 MG TABLET,68084034511,0.12222,0.12735,G,4.20,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DILTIAZEM 60 MG TABLET,00093031905,0.17861,0.15669,G,-12.27,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LINEZOLID 600 MG TABLET,67877041920,2.01421,2.26916,G,12.66,Survey Rate,06/16/2021,06/23/2021,06/23/2021
GNP STOOL SOFTENER 100 MG SFGL,46122045185,0.02649,0.02558,G,-3.44,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ROPINIROLE HCL 3 MG TABLET,43547027210,0.08071,0.09681,G,19.95,Survey Rate,06/16/2021,06/23/2021,06/23/2021
BUPROPION HCL 100 MG TABLET,68001030900,0.19765,0.18161,G,-8.12,Survey Rate,06/16/2021,06/23/2021,06/23/2021
MELOXICAM 15 MG TABLET,76282015301,0.02067,0.02297,G,11.13,Survey Rate,06/16/2021,06/23/2021,06/23/2021
TOLTERODINE TART ER 4 MG CAP,27241019230,1.34418,1.25557,G,-6.59,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ROPINIROLE HCL ER 2 MG TABLET,62332010730,0.70923,0.59696,G,-15.83,Survey Rate,06/16/2021,06/23/2021,06/23/2021
HYDROXYZINE HCL 25 MG TABLET,00093506105,0.07783,0.05546,G,-28.74,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PREDNISONE 2.5 MG TABLET,00603533621,0.09654,0.10006,G,3.65,Survey Rate,06/16/2021,06/23/2021,06/23/2021
HYDROCORTISONE 5 MG TABLET,68084078995,0.31001,0.26396,G,-14.85,Survey Rate,06/16/2021,06/23/2021,06/23/2021
VALSARTAN-HYDROCHLOROTHIAZIDE 80-12.5 MG TAB,68180010309,0.37568,0.33827,G,-9.96,Survey Rate,06/16/2021,06/23/2021,06/23/2021
OLANZAPINE ODT 20 MG TABLET,59746030912,0.90431,0.79580,G,-12.00,Survey Rate,06/16/2021,06/23/2021,06/23/2021
IRBESARTAN 300 MG TABLET,43547037609,0.33007,0.32310,G,-2.11,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LEVOTHYROXINE 100 MCG TABLET,69238183401,0.28389,0.31815,G,12.07,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,68180021606,0.19738,0.16907,G,-14.34,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PRAVASTATIN SODIUM 10 MG TAB,68382007005,0.07942,0.08117,G,2.20,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CHLORPROMAZINE 25 MG TABLET,60687043001,1.93213,2.03264,G,5.20,Survey Rate,06/16/2021,06/23/2021,06/23/2021
GRISEOFULVIN 125 MG/5 ML SUSP,69097036108,0.25226,0.26331,G,4.38,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CHILD'S MAPAP 160 MG TAB CHEW,00904664524,0.12398,0.10886,G,-12.20,Survey Rate,06/16/2021,06/23/2021,06/23/2021
NICOTINE 4 MG LOZENGE,43598048772,0.35841,0.34338,G,-4.19,Survey Rate,06/16/2021,06/23/2021,06/23/2021
AMLODIPINE BESYLATE 2.5 MG TAB,67877019790,0.01282,0.01182,G,-7.80,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CARBAMAZEPINE ER 300 MG CAP,66993040932,1.38145,1.34077,G,-2.94,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LAMOTRIGINE ODT 50 MG TABLET,00115994008,4.33607,3.77652,G,-12.90,Survey Rate,06/16/2021,06/23/2021,06/23/2021
POTASSIUM CL ER 8 MEQ TABLET,64380086008,0.20374,0.19404,G,-4.76,Survey Rate,06/16/2021,06/23/2021,06/23/2021
IBUPROFEN 600 MG TABLET,68645056259,0.06225,0.06017,G,-3.34,Survey Rate,06/16/2021,06/23/2021,06/23/2021
TRIAMTERENE-HYDROCHLOROTHIAZIDE 37.5-25 MG CP,00378253710,0.15122,0.14890,G,-1.53,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ACID REDUCER 20 MG TABLET,70000050301,0.14977,0.14622,G,-2.37,Survey Rate,06/16/2021,06/23/2021,06/23/2021
OXYCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,71930004612,0.15535,0.12098,G,-22.12,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ACNE MEDICATION 5% GEL,00536105556,0.05700,0.06816,G,19.58,Survey Rate,06/16/2021,06/23/2021,06/23/2021
OMEPRAZOLE DR 20 MG CAPSULE,00781286810,0.03951,0.04086,G,3.42,Survey Rate,06/16/2021,06/23/2021,06/23/2021
POVIDONE-IODINE 10% SOLUTION,00904110309,0.01418,0.01215,G,-14.32,Survey Rate,06/16/2021,06/23/2021,06/23/2021
AMOXICILLIN 500 MG CAPSULE,65862001705,0.07146,0.07034,G,-1.57,Survey Rate,06/16/2021,06/23/2021,06/23/2021
VALSARTAN-HYDROCHLOROTHIAZIDE 160-25 MG TAB,00378632305,0.43708,0.36611,G,-16.24,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DOXAZOSIN MESYLATE 4 MG TAB,16729021317,0.12791,0.11931,G,-6.72,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ZIPRASIDONE HCL 20 MG CAPSULE,68084010311,0.37083,0.28885,G,-22.11,Survey Rate,06/16/2021,06/23/2021,06/23/2021
NORETHINDRONE 5 MG TABLET,65162047509,0.81458,0.78434,G,-3.71,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CARVEDILOL 12.5 MG TABLET,68462016401,0.02752,0.02718,G,-1.24,Survey Rate,06/16/2021,06/23/2021,06/23/2021
METOCLOPRAMIDE 5 MG TABLET,00093220401,0.03976,0.04132,G,3.92,Survey Rate,06/16/2021,06/23/2021,06/23/2021
FUROSEMIDE 20 MG TABLET,69315011601,0.03071,0.02971,G,-3.26,Survey Rate,06/16/2021,06/23/2021,06/23/2021
TRAMADOL-ACETAMINOPHEN 37.5-325 MG TAB,65162061750,0.11708,0.11301,G,-3.48,Survey Rate,06/16/2021,06/23/2021,06/23/2021
MEDROXYPROGESTERONE 150 MG/ML,16714099901,47.84489,49.13778,G,2.70,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DILTIAZEM 90 MG TABLET,42799013102,0.28127,0.25186,G,-10.46,Survey Rate,06/16/2021,06/23/2021,06/23/2021
NITROGLYCERIN 400 MCG SPRAY,28595012049,25.14541,28.23758,G,12.30,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ACETAMINOPHEN 325 MG TABLET,49483034001,0.01795,0.02401,G,33.76,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LAMOTRIGINE ER 50 MG TABLET,13668034030,2.49919,2.31117,G,-7.52,Survey Rate,06/16/2021,06/23/2021,06/23/2021
TEMAZEPAM 22.5 MG CAPSULE,00406995903,2.62888,2.15517,G,-18.02,Survey Rate,06/16/2021,06/23/2021,06/23/2021
BUDESONIDE 0.5 MG/2 ML SUSP,00093681673,0.80362,0.76501,G,-4.80,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CHLORPROMAZINE 200 MG TABLET,69238106201,4.94114,5.58523,G,13.04,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CEPHALEXIN 250 MG CAPSULE,00093314501,0.09890,0.09490,G,-4.04,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CARVEDILOL 25 MG TABLET,00904630361,0.03608,0.03578,G,-0.83,Survey Rate,06/16/2021,06/23/2021,06/23/2021
SM ADV ANTACID-ANTIGAS SUSP,49348030239,0.00839,0.00808,G,-3.69,Survey Rate,06/16/2021,06/23/2021,06/23/2021
NITROGLYCERIN 0.3 MG TABLET SL,43598043501,0.26212,0.21868,G,-16.57,Survey Rate,06/16/2021,06/23/2021,06/23/2021
TACROLIMUS 1 MG CAPSULE (IMMEDIATE RELEASE),67877027901,0.54469,0.51198,G,-6.01,Survey Rate,06/16/2021,06/23/2021,06/23/2021
TRIPLE ANTIBIOTIC OINTMENT,70512010230,0.08989,0.08285,G,-7.83,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LOSARTAN POTASSIUM 25 MG TAB,42571011010,0.06398,0.06161,G,-3.70,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PROPAFENONE HCL ER 225 MG CAP,60687018533,1.59264,1.00162,G,-37.11,Survey Rate,06/16/2021,06/23/2021,06/23/2021
SIROLIMUS 0.5 MG TABLET,68462068201,5.91754,4.96961,G,-16.02,Survey Rate,06/16/2021,06/23/2021,06/23/2021
GUAIFEN-CODEINE 100-10 MG/5 ML,54932020885,0.05791,0.06257,G,8.05,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CLOBETASOL 0.05% CREAM,52565005130,0.70928,0.65403,G,-7.79,Survey Rate,06/16/2021,06/23/2021,06/23/2021
OMEPRAZOLE MAG DR 20 MG TABLET,70000052103,0.54262,0.48947,G,-9.80,Survey Rate,06/16/2021,06/23/2021,06/23/2021
BUPROPION HCL XL 300 MG TABLET,70436001106,0.22318,0.20477,G,-8.25,Survey Rate,06/16/2021,06/23/2021,06/23/2021
RISEDRONATE SODIUM 150 MG TAB,65862087011,33.59949,32.35963,G,-3.69,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LOSARTAN POTASSIUM 50 MG TAB,50268050515,0.08769,0.08028,G,-8.45,Survey Rate,06/16/2021,06/23/2021,06/23/2021
OLANZAPINE ODT 15 MG TABLET,13668008930,0.76695,1.05213,G,37.18,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ATORVASTATIN 10 MG TABLET,00904629006,0.04057,0.03731,G,-8.04,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ESCITALOPRAM 20 MG TABLET,68645052054,0.09119,0.08459,G,-7.24,Survey Rate,06/16/2021,06/23/2021,06/23/2021
MIDODRINE HCL 5 MG TABLET,50268056215,0.34582,0.32261,G,-6.71,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CALCITRIOL 0.25 MCG CAPSULE,60687034501,0.20303,0.19967,G,-1.65,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CELECOXIB 100 MG CAPSULE,42571014305,0.11513,0.10880,G,-5.50,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DOXAZOSIN MESYLATE 4 MG TAB,60505009500,0.12791,0.11931,G,-6.72,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LYZA 0.35 MG TABLET,50102010001,0.22327,0.21462,G,-3.87,Survey Rate,06/16/2021,06/23/2021,06/23/2021
FLECAINIDE ACETATE 50 MG TAB,50268032011,0.20528,0.19712,G,-3.98,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CHLORPROMAZINE 50 MG TABLET,00832030201,2.66381,2.53845,G,-4.71,Survey Rate,06/16/2021,06/23/2021,06/23/2021
FAMOTIDINE 20 MG TABLET,00172572880,0.04903,0.04314,G,-12.01,Survey Rate,06/16/2021,06/23/2021,06/23/2021
TERAZOSIN 5 MG CAPSULE,59746038510,0.16854,0.16564,G,-1.72,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DICYCLOMINE 20 MG TABLET,60687038001,0.18098,0.18527,G,2.37,Survey Rate,06/16/2021,06/23/2021,06/23/2021
VALACYCLOVIR HCL 1 GRAM TABLET,31722070590,0.59065,0.58312,G,-1.27,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CHLORTHALIDONE 25 MG TABLET,66689034599,0.19073,0.18627,G,-2.34,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CEFPODOXIME 100 MG TABLET,16714039401,3.54028,3.11314,G,-12.07,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LUTERA-28 TABLET,51862002801,0.24462,0.22321,G,-8.75,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LEVOTHYROXINE 150 MCG TABLET,68180097303,0.30108,0.28584,G,-5.06,Survey Rate,06/16/2021,06/23/2021,06/23/2021
